Key,Chinese
Npc1/RandomConvo_023_Intro_001,<haha>但你知道他們會說什麼，「如果你不開店，那麼你就賺不到<Dinks>」þ
Npc1/RandomConvo_023_Intro_002,<sigh>雖然我真的可以休息一段時間...þ
Npc1/RandomConvo_024_Intro_000,<sigh> 前幾天有人要求我「退款」。 þ
Npc1/RandomConvo_024_Intro_001,你相信嗎？他們想要所有的丁克退回來！þ
Npc1/RandomConvo_024_Intro_002,我給了他們一半。我認為相當合理。þ
Npc1/RandomConvo_024_Intro_003,<thinking> 嘿，你想要半截鏟子嗎？þ
Npc1/RandomConvo_024_Option_000,不，謝謝
Npc1/RandomConvo_024_Option_001,當然！
Npc1/RandomConvo_024_Response_000_000,你自便
Npc1/RandomConvo_024_Response_001_000,<thinking>嗯…我想我會暫時堅持下去。
Npc1/RandomConvo_024_Response_001_001,<no>我沒想到它的需求量如此之大！
Npc1/RandomConvo_025_Intro_000,<no>有時在我的店裡工作很長時間會很寂寞。 þ
Npc1/RandomConvo_025_Intro_001,幸運的是，我有成百上千的貨品陪伴我。þ
Npc1/RandomConvo_025_Intro_002,<haha>哦，你也是！þ
Npc1/RandomConvo_025_Intro_003,感謝您為我騰出時間聊天，<PlayerName>。
Npc1/RandomConvo_026_Intro_000,<no>即使這是絕對的便宜貨，與你辛苦賺來的<Dinks>分手也會讓人難過。þ
Npc1/RandomConvo_026_Intro_001,但是孩子，你感受過瘋狂購物帶來的快感不？ 沒有比這更棒的了！þ
Npc1/RandomConvo_026_Intro_002,<haha>看，低買高賣不僅僅是很好的經營手段，這也是我的理念。
Npc1/RandomConvo_027_Intro_000,我可能會抱怨工作量不大，但事實是，我不知道休息日該做什麼。þþ
Npc1/RandomConvo_027_Intro_001,賺不到<Dinks>的時間都覺得浪費，你不覺得嗎？þ
Npc1/RandomConvo_027_Option_000,我得到它。
Npc1/RandomConvo_027_Option_001,並不真地...
Npc1/RandomConvo_027_Option_002,我不喜歡工作太多。
Npc1/RandomConvo_027_Response_000_000,<haha>畢竟你僅僅只是一名天生的商人！
Npc1/RandomConvo_027_Response_001_000,<haha>如果你不在店裡，我可能會相信你！þ
Npc1/RandomConvo_027_Response_002_000,<haha>買了我所有工具的人都這麼說！
Npc1/RandomConvo_028_Intro_000,Need Text
Npc1/RandomConvo_029_Intro_000,Need Text
Npc1/RandomConvo_030_Intro_000,<glee>和<PlayerName>你聊天總是感覺很好。þ
Npc1/RandomConvo_030_Intro_001,<haha>這幾乎讓我忘記了我每週工作6天，每天工作12小時。þ
Npc1/RandomConvo_031_Intro_000,你知道，我很樂意為你提供更多優惠，<PlayerName>。þþ
Npc1/RandomConvo_031_Intro_001,默契度，你懂嗎？þ
Npc1/RandomConvo_031_Intro_002,<glee>因為我們是好夥伴，對吧？
Npc1/RandomConvo_031_Intro_003,<sigh>不幸的是，我哥哥說他這個月真的需要一大筆錢...
Npc1/RandomConvo_032_Intro_000,你和我們剛見面時完全不同樣了，<PlayerName>。þ
Npc1/RandomConvo_032_Intro_001,<haha>我的意思是，你一直都很擅長你的工作，不要誤會我的意思。þ
Npc1/RandomConvo_032_Intro_002,<yes>但是自從你幫助我在<IslandName>建立這裡后，我真的覺得你成長了很多。
Npc1/RandomConvo_033_Intro_000,<IslandName>現在感覺就像我的家一樣。þ
Npc1/RandomConvo_033_Intro_001,<thinking>當然，我有時會想念<SouthCity>。þ
Npc1/RandomConvo_033_Intro_002,<haha>雖然如果我回去了，我會非常想念<IslandName>的每個人！
Npc1/RandomConvo_034_Intro_000,<yes>當我的兄弟決定把我的生意搬到這裡時，我們冒了很大的風險。
Npc1/RandomConvo_034_Intro_001,<yes>但我很高興他為我做出了這個決定！
Npc1/RandomConvo_034_Intro_002,<glee>他不知道自己在<IslandName>上錯過了什麼！
Npc1/RandomConvo_035_Intro_000,既然我們是朋友，我覺得我可以告訴你一些商業秘密。þ
Npc1/RandomConvo_035_Intro_001,聽著，交易不僅僅是爲了獲得一筆好交易。þ
Npc1/RandomConvo_035_Intro_002,<thinking>哦，等等，我想是的。þ
Npc1/RandomConvo_035_Intro_003,<yes>對，是爭取優惠。þ
Npc1/RandomConvo_035_Intro_004,<haha>老實說，僅此而已。þ
Npc1/RandomConvo_036_Intro_000,<yes>在生活中，你總是要決定什麼該堅持，什麼該放手。þ
Npc1/RandomConvo_036_Intro_001,<thinking>總會有一個權衡…þ
Npc1/RandomConvo_036_Intro_002,<no>搬到這裡並不容易。þ
Npc1/RandomConvo_036_Intro_003,但是冒這樣的風險？看到一切都像現在這樣順利嗎？þ
Npc1/RandomConvo_036_Intro_004,<proud>我覺得這一切都是值得的。þ
Npc1/RandomConvo_036_Intro_005,<yes>只是要繼續工作。þ每天都如此。þ
Npc1/RandomConvo_036_Intro_006,
Npc1/RandomConvo_037_Intro_000,Need Text
Npc1/RandomConvo_038_Intro_000,Need Text
Npc1/RandomConvo_039_Intro_000,Need Text
Npc1/TownMention_Level_001_Intro_000,很明顯，你一直在努力讓<IslandName>團結起來，<PlayerName>þ
Npc1/TownMention_Level_001_Intro_001,它開始在這裡形成！þ
Npc1/TownMention_Level_002_Intro_000,<IslandName>自從你幫助我在這裡安頓下來之後真的發生了變化！þ
Npc1/TownMention_Level_002_Intro_001,<yes>這裡開始有家的感覺了，你懂我的意思嗎？þ
Npc1/TownMention_Level_003_Intro_000,我不敢相信<IslandName>看起來有多好！þ
Npc1/TownMention_Level_003_Intro_001,當我在我的商店工作時，我多麼想念我，這真是令人驚訝！þ
Npc1/TownMention_Level_003_Intro_002,<PlayerName>這一切都是你做的嗎？þ
Npc1/TownMention_Level_004_Intro_000,<IslandName>從未像現在這樣好看！þ
Npc1/TownMention_Level_004_Intro_001,<haha>如果你讓我的商店看起來這麼好，人們不會想去參觀的，<PlayerName>！þ
Npc1/Wind_Greeting 1_Intro_000,啊，<PlayerName>！þ
Npc1/Wind_Greeting 1_Intro_001,你也在這裡感受微風嗎？þ
Npc1/Wind_Greeting 1_Response_003_000,
Npc10/,<proud>哼，當然是包括我未繼承的遺產。þ..
Npc10/BankConversation_Intro_000,歡迎來到<IslandName>銀行。
Npc10/BankConversation_Intro_001,哼。你需要什麼？
Npc10/BankConversation_Option_000,顯示我的帳戶。
Npc10/BankConversation_Option_001,我們聊聊吧。
Npc10/BankConversation_Option_002,算了。
Npc10/BankConversation_Response_000_000,好的。讓我們來看看...
Npc10/BankConversation_Response_002_000,
Npc10/Introduction_010_Intro_000,我猜是<PlayerName>？þ
Npc10/Introduction_010_Intro_001,<proud>我的名字是<myName>。
Npc10/Introduction_010_Intro_002,<yes>我是<IslandName>þ的新銀行家。
Npc10/Introduction_010_Intro_003,我是否可以理解為您在建立我宏偉的銀行方面發揮了重要作用？
Npc10/Introduction_010_Intro_004,<proud>好吧，相信我，讓<myName>來到你的小島上，這一切都是你的榮幸。þ
Npc10/Introduction_010_Intro_005,哼。當然，我的銀行辦理業務是免費的。
Npc10/Introduction_010_Intro_006,你想讓我解釋一下銀行是如何運作的嗎？þ
Npc10/Introduction_010_Option_000,是的，請吧。
Npc10/Introduction_010_Option_001,我得到它。
Npc10/Introduction_010_Response_000_000,嗯，這很簡單。þ
Npc10/Introduction_010_Response_000_001,您存入銀行的任何<Dinks>都會慢慢產生利息。
Npc10/Introduction_010_Response_000_002,<no>哼。 我告訴你，你這會讓我虧損好多！
Npc10/Introduction_010_Response_000_003,此外，您放入帳戶的任何<Dinks>都可以從您訪問的任何其他銀行提取。
Npc10/Introduction_010_Response_000_004,這意味著，如果您訪問某個地方並且他們有銀行的話，您可以提取您存入的一些<Dinks>。
Npc10/Introduction_010_Response_000_005,<yes>最後，我提供一個小小的交換計劃。
Npc10/Introduction_010_Response_000_006,你看，我碰巧有很多<PermitPoints>。
Npc10/Introduction_010_Response_000_007,<no>而且你永遠不會有太多的<Dinks>。
Npc10/Introduction_010_Response_000_008,所以在我的上班時間來和我交談，用<Dinks>換取<PermitPoints>
Npc10/Introduction_010_Response_001_000,<thinking>啊，我明白了，這個島上有人知道金融的來龍去脈。
Npc10/Introduction_010_Response_001_001,
Npc10/JimmyWorkConvo_Intro_000,歡迎回來，<PlayerName>。
Npc10/JimmyWorkConvo_Intro_001,你是來談生意的嗎？
Npc10/JimmyWorkConvo_Option_000,想買什麼？
Npc10/JimmyWorkConvo_Option_001,有優惠嗎？
Npc10/JimmyWorkConvo_Option_002,算了。
Npc10/JimmyWorkConvo_Response_000_000,<yes>那好吧。請記住，我只批量收購。
Npc10/JimmyWorkConvo_Response_000_001,我不會收購任何少於50件的東西。
Npc10/JimmyWorkConvo_Response_000_002,但我會為你支付雙倍價格，<PlayerName>。
Npc10/JimmyWorkConvo_Response_002_000,祝你有美好的一天。
Npc10/LongConvo_001_Intro_000,我從不想來這個你知道的可憐的地方，<PlayerName>。þ
Npc10/LongConvo_001_Intro_001,<no>我媽媽總是說我沒有野心，沒有上進心。þ
Npc10/LongConvo_001_Intro_002,好吧，當她死的時候，我以為她所有的<Dinks>都會讓我繼承的？þ
Npc10/LongConvo_001_Intro_003,不幸的是，她要求我離開<SouthCity>。
Npc10/LongConvo_001_Intro_004,<no>如果我想繼承她的錢，你能相信她要求我去創業嗎？þ
Npc10/LongConvo_001_Intro_005,<no>即使死了，那個女人也是如此自私。þ
Npc10/LongConvo_002_Intro_000,當世界正在南下時，我的家人是第一批迴到<SouthCity>的人。 þ
Npc10/LongConvo_002_Intro_001,我們很早就進去了。我猜你可以說我們有頭等艙的票！þ
Npc10/LongConvo_002_Intro_002,有人告訴我，在越來越多的 riff-raff 開始出現之前，情況非常好。þ
Npc10/LongConvo_002_Intro_003,<no>想要填飽肚子，想要一個睡覺的地方，而且通常只是想要比他們負擔得起的更多。þ
Npc10/LongConvo_002_Intro_004,幸運的是，我的家人保留了我們的遺產並代代相傳。þ
Npc10/LongConvo_002_Intro_005,哼，很高興知道富者越富，嗯，<PlayerName>？þ
Npc10/LongConvo_003_Intro_000,一旦我在<IslandName>履行好義務后，我就會匆忙離開。þ
Npc10/LongConvo_003_Intro_001,<no>這裡的人…太好了。þ
Npc10/LongConvo_003_Intro_002,每個人似乎都相處融洽。þ
Npc10/LongConvo_003_Intro_003,哼。隨時給我<SouthCity>。þ
Npc10/LongConvo_003_Intro_004,至少在那裡，人們知道應該如何對待我。þ
Npc10/RandomConvo_000_Intro_000,你知道我總是說什麼嗎，<PlayerName>？
Npc10/RandomConvo_000_Intro_001,<yes>你必須投機取巧才能積累財富。
Npc10/RandomConvo_000_Intro_002,記住這一點！
Npc10/RandomConvo_001_Intro_000,你知道我總是說什麼嗎，<PlayerName>？
Npc10/RandomConvo_001_Intro_001,<yes>業務要多樣化！多樣化！多樣化！
Npc10/RandomConvo_001_Intro_002,記住這一點！
Npc10/RandomConvo_002_Intro_000,分享很重要，<PlayerName>
Npc10/RandomConvo_002_Intro_001,<haha>我應該知道的。我擁有它們！
Npc10/RandomConvo_003_Intro_000,你知道我總是說什麼嗎，<PlayerName>？
Npc10/RandomConvo_003_Intro_001,<yes>有百分之一，還有百分之一！
Npc10/RandomConvo_003_Intro_002,<proud>讓我告訴你，<PlayerName>，我總是贏者。
Npc10/RandomConvo_004_Intro_000,<thinking>如果我擁有世界上所有的黃金，我會用它購買更多的黃金，然後將這些黃金賣掉以獲得大量的黃金。
Npc10/RandomConvo_004_Intro_001,<thinking>哼...
Npc10/RandomConvo_004_Intro_002,<haha>我會成為一個億萬富翁！
Npc10/RandomConvo_005_Intro_000,數錢可能數到手抽筋。<sigh>
Npc10/RandomConvo_005_Intro_001,什麼？
Npc10/RandomConvo_005_Intro_002,<no>我絕不會花錢請人數錢！
Npc10/RandomConvo_005_Intro_003,<pumped>我必須抓住每一個我能摸到的丁克。þ
Npc10/RandomConvo_006_Intro_000,<thinking>有一次我在睡夢中被三個鬼魂拜訪過。
Npc10/RandomConvo_006_Intro_001,<shocked>他們說他們想帶我踏上改變人生的旅程！
Npc10/RandomConvo_006_Intro_002,<no>對他們來說太糟糕了，他們付不起我的小時費，所以我就回去睡覺了。
Npc10/RandomConvo_007_Intro_000,<yes>哼，<SouthCity>的情況好多了。þ
Npc10/RandomConvo_007_Intro_001,人們對那裡的銀行更加信任。þ
Npc10/RandomConvo_007_Intro_002,人們只是按照他們被告知的去做！þ
Npc10/RandomConvo_008_Intro_000,我告訴你，回到<SouthCity>，每個人都知道我是誰。þ
Npc10/RandomConvo_008_Intro_001,<proud>我不斷得到認可。þ
Npc10/RandomConvo_008_Intro_002,<no>為什麼，我幾乎走在街上都會被喝倒彩。þ
Npc10/RandomConvo_009_Intro_000,<thinking>他們說<Dinks>讓世界運轉起來...
Npc10/RandomConvo_009_Intro_001,但是去哪裡呢？
Npc10/RandomConvo_009_Intro_002,多少？
Npc10/RandomConvo_009_Intro_003,<angry>而且更重要的是，我的<Dinks>世界在做什麼？
Npc10/RandomConvo_010_Intro_000,<no>我現在真的沒有時間說話。
Npc10/RandomConvo_010_Intro_001,<yes>時間就是<Dinks>，我的時間比你的<Dinks>值錢，<PlayerName>。þ
Npc10/RandomConvo_011_Intro_000,<yes>給一個人一個<Dink>，夠他吃一天。
Npc10/RandomConvo_011_Intro_001,<proud>給一個人一百萬<Dinks>，那個人再也不用工作了！þ
Npc10/RandomConvo_011_Intro_002,<yes>一句非常智慧和真實的諺語，我以此為生，<PlayerName>。þ
Npc10/RandomConvo_012_Intro_000,<yes>雖然我確實想念<SouthCity>，但我認為<IslandName>這裡有一些不可思議的機會。þ
Npc10/RandomConvo_012_Intro_001,<glee>一個可供開發的全新市場。þ
Npc10/RandomConvo_012_Intro_002,<shy>探索，當然是探索。þ
Npc10/RandomConvo_013_Intro_000,<thinking>哼，我想在縮減銀行的成本...
Npc10/RandomConvo_013_Intro_001,<no>但是，我根本負擔不起降低工資。þ
Npc10/RandomConvo_014_Intro_000,<proud>別擔心，你的<Dinks>在我身邊很安全！
Npc10/RandomConvo_014_Intro_001,<glee>另外，他們還有一大堆其他<Dinks>可以折騰。
Npc10/RandomConvo_015_Intro_000,我從父親那裡借了 1000000 <Dinks>的小額貸款。þ
Npc10/RandomConvo_015_Intro_001,<haha>哼，現在我經營著自己的銀行！þ
Npc10/RandomConvo_015_Intro_002,<shy>我知道，我知道，我很謙虛的。þ
Npc10/RandomConvo_016_Intro_000,<glee>我喜歡下雨。
Npc10/RandomConvo_016_Intro_001,<yes>這是大自然給我的建築免費清洗的方式。
Npc10/RandomConvo_016_Intro_002,<haha>你就是不能自由！
Npc10/RandomConvo_017_Intro_000,<worried>儘量不要一次帶出太多<Dinks>，這讓我發瘋似的出汗。
Npc10/RandomConvo_017_Intro_001,<shy>戒斷癥狀可不是開玩笑的。
Npc10/RandomConvo_018_Intro_000,<no>我真的不需要<PermitPoints>回到<SouthCity>。þ
Npc10/RandomConvo_018_Intro_001,<yes>如果您只需付錢給擁有<Licence>的人為您做任何事情，您就不需要<Licence>來做任何事情！þ
Npc10/RandomConvo_019_Intro_000,<no>我從沒吃過<BlobFish>。þ
Npc10/RandomConvo_019_Intro_001,<shocked>為什麼我會讓看起來如此可怕的東西來玷污我的味蕾！þ
Npc10/RandomConvo_019_Intro_002,<proud>我總是會從其他地方進口美食！þ
Npc10/RandomConvo_020_Intro_000,<thinking>我見過你在外面砸石頭砍樹木。þ
Npc10/RandomConvo_020_Intro_001,你有沒有想過付錢給別人為你做全部的辛苦工作？þ
Npc10/RandomConvo_020_Intro_002,哼。我猜你請不起？þ
Npc10/RandomConvo_021_Intro_000,<thinking>你懂的，<PlayerName>...
Npc10/RandomConvo_021_Intro_001,<thinking>我從來沒有意識到你為<IslandName>的經濟投入了多少資金。þ
Npc10/RandomConvo_021_Intro_002,<shy>也許你並不是那麼窮？þ
Npc10/RandomConvo_022_Intro_000,你知道那句諺語「銀行里的<Dink>勝過手中的<Dink>」嗎？
Npc10/RandomConvo_022_Option_000,我知道
Npc10/RandomConvo_022_Option_001,這不是一個諺語。
Npc10/RandomConvo_022_Response_000_000,<proud>我是提出這句話的人。
Npc10/RandomConvo_022_Response_000_001,<angry>別聽別人說他們做了！
Npc10/RandomConvo_022_Response_001_000,<angry>你怎麼敢！þ
Npc10/RandomConvo_022_Response_001_001,<proud>我是提出這句話的人。
Npc10/RandomConvo_022_Response_001_002,<angry>多年來我一直在努力解決這方面的法律糾紛！þ
Npc10/RandomConvo_023_Intro_000,Need Text
Npc10/RandomConvo_023_Intro_001,<no>你什麼都不擅長。 甚至很糟糕。þþ
Npc10/RandomConvo_023_Intro_002,但你仍然在那裡，日復一日。þ
Npc10/RandomConvo_023_Intro_003,<yes>只是試一試。試一試。þ
Npc10/RandomConvo_023_Intro_004,<yes>太棒了。þ
Npc10/RandomConvo_024_Intro_000,Need Text
Npc10/RandomConvo_024_Intro_001,<proud>沒有那麼多<Dinks>！þ
Npc10/RandomConvo_024_Intro_002,<haha>它總是讓我的一天更加美好。
Npc10/RandomConvo_025_Intro_000,Need Text
Npc10/RandomConvo_025_Intro_001,你看，要學的東西太多了。þ下午茶該按哪個鈴？
Npc10/RandomConvo_025_Intro_002,哪個勺子用來做什麼？
Npc10/RandomConvo_025_Intro_003,<yes>哦，僕人當然盡力了。
Npc10/RandomConvo_025_Intro_004,<no>不可能找到好的幫助。
Npc10/RandomConvo_026_Intro_000,Need Text
Npc10/RandomConvo_026_Intro_001,<thinking>這很明顯，真的。 þ
Npc10/RandomConvo_026_Intro_002,經驗，看看。
Npc10/RandomConvo_026_Intro_003,<no>無法擊敗它。þ
Npc10/RandomConvo_027_Intro_000,Need Text
Npc10/RandomConvo_027_Intro_001,如果每個人都擁有他們需要的一切，那麼富有又有什麼意義呢？þ
Npc10/RandomConvo_027_Intro_002,<proud>哼。
Npc10/RandomConvo_027_Intro_003,<thinking>人們怎麼會知道我比他們過得好？
Npc10/RandomConvo_028_Intro_000,Need Text
Npc10/RandomConvo_028_Intro_001,<pumped>你充電不夠。þ
Npc10/RandomConvo_029_Intro_000,Need Text
Npc10/RandomConvo_029_Intro_001,<yes><Dinks>可能很重，你懂的吧。
Npc10/RandomConvo_029_Intro_002,
Npc10/RandomConvo_030_Intro_000,你知道，你有時可以忍受任何事情，<PlayerName>。þ
Npc10/RandomConvo_030_Intro_001,<yes>特別是當您向您的賬戶存款時。þ
Npc10/RandomConvo_031_Intro_000,有時我會對你有點苛刻，<PlayerName>。þ
Npc10/RandomConvo_031_Intro_001,<thinking>你看，我長大了就知道自己比其他人都好。þ
